5000,60000,8
0,65567250
0742,02382871
2594,40460399
4446,69717109
6297,04040400
8149,91693797
00001,73169448
01853,55641580
03705,13940516
05557,18275996
07409,20235850
09260,89639807
11112,43325070
12964,7320361
14816,63892785
16668,22043792
18520,59158489
20371,09883926
22223,83826238
24075,69958103
25927,5883528
27779,41946384
29631,61534258
31483,55083175
33334,87102995
35186,27757298
37038,27783843
38890,61002692
40742,2211320
42594,14561512
44446,25519895
46297,38964424
48149,54872625
50001,64134646
51853,4219785
53705,93896002
55557,13938582
57409,70402525
59260,07678146
61112,98774448
62964,08471695
64816,57331216
66668,85822081
68520,00147012
70371,38993659
72223,39035658
74075,49318887
75927,88450745
77779,94774881
79631,41969687
81483,55037578
83334,27093586
85186,175376
87038,52417354
88890,39137468
90742,30887503
92594,58552091
94446,71547576
96297,65629184
98149,8849171
000001,60444896
001853,87346529
003705,70553797
005557,99896284
007409,1948041
009260,98042524
011112,30887605
012964,35213492
014816,3152595
016668,54981410
018520,54265467
020371,12579616
022223,29080245
024075,55748630
025927,64578382
027779,28568939
029631,66594712
031483,99166015
033334,26556200
035186,37228489
037038,89401328
038890,36581975
040742,16099430
042594,13492834
044446,40784080
046297,72867202
048149,13222800
050001,72083856
051853,75017493
053705,15182941
055557,09514701
057409,92458528
059260,02519727
061112,62031292
062964,22022720
064816,64460173
066668,9698052
068520,24758190
070371,82519806
072223,24729172
074075,38875152
075927,34761665
077779,49040879
079631,72125942
081483,87609063
083334,32731187
085186,01170984
087038,38739200
088890,2083749
090742,72693123
092594,05825176
094446,94463109
096297,31801505
098149,83393497
100001,3359294
101853,78800252
103705,1628301
105557,71303850
107409,28803908
109260,06424447
111112,70019649
112964,19668761
114816,97976713
116668,57059055
118520,75221810
120371,73793089
122223,71137193
124075,42356347
125927,08737728
127779,24038351
129631,22452902
131483,76688564
133334,63124732
135186,36994157
137038,41588483
138890,33820279
140742,36043826
142594,62385391
144446,34358898
146297,30133782
148149,81615597
150001,45234273
151853,03004674
153705,89881012
155557,59412248
157409,20608531
159260,08748866
161112,53707093
162964,48412388
164816,84027826
166668,6959308
168520,12903531
170371,83851959
172223,41890007
174075,8036607
175927,58628352
177779,65635699
179631,6986478
181483,61056552
183334,81258626
185186,37617344
187038,01741467
