5000,40000,8
0,65567250
1668,70437403
4446,69717109
7223,07304421
00001,73169448
02779,29220219
05557,18275996
08334,16498148
11112,43325070
13890,66753525
16668,22043792
19446,15966783
22223,83826238
25001,51990944
27779,41946384
30557,18703405
33334,87102995
36112,82347022
38890,61002692
41668,67065207
44446,25519895
47223,82478898
50001,64134646
52779,17052865
55557,13938582
58334,71546607
61112,98774448
63890,32224211
66668,85822081
69446,58801633
72223,39035658
75001,11671156
77779,94774881
80557,18436047
83334,27093586
86112,2573956
88890,39137468
91668,83524524
94446,71547576
97223,61522749
000001,60444896
002779,15410807
005557,99896284
008334,89643456
011112,30887605
013890,50440706
016668,54981410
019446,70194478
022223,29080245
025001,89761257
027779,28568939
030557,80430177
033334,26556200
036112,0376414
038890,36581975
041668,32868244
044446,40784080
047223,70804828
050001,72083856
052779,73773244
055557,09514701
058334,03653391
061112,62031292
063890,7757373
066668,9698052
069446,95383378
072223,24729172
075001,06704202
077779,49040879
080557,80608824
083334,32731187
086112,20482865
088890,2083749
091668,08713441
094446,94463109
097223,2802431
100001,3359294
102779,2401702
105557,71303850
108334,88685978
111112,70019649
113890,2340439
116668,57059055
119446,07271270
122223,71137193
125001,43972589
127779,24038351
26537251,19734131
133334,63124732
136112,09981791
138890,33820279
141668,70571260
144446,34358898
147223,12425300
150001,45234273
152779,34532448
155557,59412248
158334,53436435
161112,53707093
163890,88040828
166668,6959308
169446,53628719
172223,41890007
175001,79839886
177779,65635699
180557,39262139
183334,81258626
186112,9891763
188890,24836693
191668,12542663
194446,63425711
197223,68592883
200001,93041836
202779,32610488
205557,99586636
208334,52409868
211112,51135643
213890,76054075
216668,54320509
219446,66639254
222223,80410229
225001,50038306
227779,05657803
230557,66421201
233334,25848096
236112,2691131
238890,72854980
241668,78225690
244446,76649799
247223,99052983
250001,30450941
252779,40624405
255557,87896322
258334,77428369
261112,55243572
263890,92630394
266668,44803652
269446,56495770
272223,34879793
275001,37491436
277779,33677892
280557,10336401
283334,42118858
286112,79630613
288890,94053244
291668,02262986
294446,43291379
297223,2001160
300001,15717876
302779,77184376
305557,07150310
308334,79746988
311112,15620291
313890,10622075
316668,45947391
319446,96667064
322223,524348
325001,47648812
327779,34713204
330557,26194505
333334,19014591
336112,27706201
338890,10080270
341668,60013914
344446,1859167
347223,04596310
350001,07810908
352779,9466348
355557,58253224
358334,39026979
361112,15600809
363890,73885317
366668,9978383
369446,66200231
372223,47090153
375001,54722970
377779,37311558
380557,61037469
383334,57852397
386112,00247488
388890,29433958
391668,27068580
394446,91161820
397223,2454724
400001,51560082
402779,19068905
405557,74258915
408334,27024735
411112,95022005
413890,43156251
416668,39537978
419446,18496827
422223,99115575
425001,53797802
427779,19320070
430557,38219991
433334,75216756
436112,40303008
438890,82989724
441668,4453862
444446,99146565
447223,18376525
450001,0152412
452779,06414339
455557,40568790
458334,97904774
461112,76182806
463890,83566199
466668,66449860
469446,83478656
472223,98136691
475001,8123242
477779,53080081
480557,02224609
483334,67685718
486112,76437257
488890,13305385
491668,60811059
494446,88936272
497223,88518162
500001,06143074
502779,91929029
505557,52006379
508334,04114754
511112,72600660
513890,94562963
516668,3052609
519446,4149880
522223,15387126
525001,98442183
527779,95183382
530557,09316258
533334,15137395
536112,3287817
538890,76182874
541668,91013568
544446,49551604
547223,68363923
550001,65532757
552779,64083063
555557,43452481
558334,6343603
561112,61901159
563890,19606583
566668,9854426
569446,73249054
572223,95124748
575001,24629280
577779,19427501
580557,85338842
583334,03442048
586112,77583451
588890,42013787
591668,79029888
594446,29202087
597223,66820463
600001,70995560
602779,6014560
605557,23446621
608334,50252411
611112,99699215
613890,55754232
616668,77539405
619446,09484545
622223,3343857
625001,78229700
627779,8301171
630557,64780961
633334,96502443
636112,33737019
638890,99348770
641668,24489959
644446,7632659
647223,10873943
650001,10168406
652779,39109673
655557,26271212
658334,45916060
661112,73288456
663890,49095819
666668,72959214
669446,05451712
672223,8008488
675001,45870127
677779,16061770
680557,82669558
683334,71105426
686112,0544357
688890,85318011
691668,34490641
694446,75438143
697223,83391499
700001,17670264
702779,6983310
705557,20607027
708334,78518275
711112,69678411
713890,63597671
716668,29674174
719446,52228914
722223,51742980
725001,84768412
727779,06604666
730557,40940559
733334,41891143
736112,24850361
738890,22245974
741668,85198377
744446,25586194
747223,23442575
750001,46748302
752779,87774991
755557,17107120
758334,87230798
761112,45826004
763890,7177923
766668,84840722
769446,12046891
772223,60185074
775001,50568059
777779,45513038
780557,90028239
783334,52404530
786112,82986767
788890,25966144
791668,76735045
794446,16254914
797223,92869352
800001,78670658
802779,79549860
805557,89625839
808334,56960224
811112,35929551
813890,44780522
816668,70059218
819446,87450139
822223,19459593
825001,68541571
827779,0079705
830557,83171650
68082505,20235850
836112,15939195
838890,4975455
0429365,70857513
844446,98325355
847223,17874095
850001,84634300
852779,9844776
855557,65850108
858334,24708056
861112,99062039
863890,07603858
866668,76338295
869446,53909622
872223,15075425
875001,54309466
877779,06402437
880557,9868004
883334,81954085
886112,38407290
888890,47358082
891668,4296579
894446,71649915
59340224,98784640
900001,64774080
902779,18310183
905557,6103978
908334,29308717
911112,43711727
913890,21400661
916668,15688602
919446,42046477
922223,05525797
925001,99361907
927779,26671655
930557,54317971
933334,12705649
936112,24629680
938890,34047861
941668,90508957
944446,01692474
947223,10635471
950001,95092227
952779,86095246
955557,70202505
958334,13991389
961112,15750601
963890,76651897
966668,69432286
969446,75130578
972223,66762809
975001,8943639
977779,00146724
980557,1439194
983334,36007779
986112,05543779
988890,17922985
991668,88671630
994446,9419298
997223,19120249
0000001,66311364
0002779,72368232
0005557,92541333
0008334,04883294
0011112,68946553
0013890,70929300
0016668,11415083
0019446,59201648
0022223,39875001
0025001,22987391
0027779,93780552
0030557,34587492
0033334,86722612
0036112,60736640
0038890,80362164
0041668,11814677
0044446,97394522
0047223,77949874
0050001,05318467
0052779,27322750
0055557,54620080
0058334,472726
0061112,11515478
0063890,96916403
0066668,0449486
0069446,81209032
0072223,98828769
0075001,06658636
0077779,40455044
0080557,05967519
0083334,857956
0086112,6545630
0088890,52921145
0091668,15359205
0094446,66927483
0097223,45967494
0100001,39113781
0102779,04106451
0105557,88409490
0108334,71060131
0111112,27916882
0113890,78634745
04003827,42131359
0119446,06617725
0122223,8926374
0125001,32219844
0127779,21619972
0130557,42073704
0133334,57346439
0136112,33444280
0138890,43381092
0141668,95821506
0144446,1325438
0147223,09223275
0150001,0926747
0152779,14176523
0155557,29405536
0158334,29167152
0161112,28677120
72207963,15241828
0166668,70000786
0169446,36316663
0172223,49990948
0175001,19425275
0177779,22772708
0180557,14132734
0183334,17158832
0186112,78766086
0188890,0791020
0191668,42840049
4198946,01513469
0197223,62475934
0200001,77552561
0202779,48848147
0205557,034933
0208334,83737423
0211112,80595594
0213890,17555858
0216668,53949957
0219446,21837232
0222223,93514011
0225001,40179155
0227779,7679752
0230557,29167433
0233334,50618576
0236112,66625826
0238890,75420760
0241668,87627401
0244446,77851872
0247223,84844918
0250001,45363572
0252779,58103
0255557,18824176
0258334,11873124
0261112,4873848
0263890,30237075
0266668,61005939
0269446,07430031
0272223,32081021
0275001,55681940
0277779,34942486
0280557,88836774
0283334,61570511
0286112,15196950
0288890,2872614
0291668,99000139
0294446,18204599
0297223,55086388
0300001,09846616
0302779,39562136
0305557,65361899
0308334,98647809
0311112,70621884
0313890,21759733
0316668,56160567
0319446,53207211
0322223,86935352
0325001,32280952
0327779,46153921
0330557,96550715
0333334,8668349
0336112,34946374
0338890,22454181
0341668,09759792
0344446,77579064
0347223,15043729
0350001,10573658
0352779,00064851
0355557,12600914
0358334,06418274
0361112,58311433
0363890,72722150
0366668,3483167
0369446,95264361
0372223,60523965
0375001,55101510
0377779,05736068
0380557,62322942
0383334,08537705
0386112,11653566
0388890,9681343
0391668,00058104
0394446,42810611
0397223,64147374
0400001,73318309
0402779,90270081
0405557,66664988
0408334,46017788
0411112,63138142
0413890,21201074
0416668,45838898
0419446,1988836
51184235,6038883
0425001,40657026
0427779,1571564
0430557,07656050
0433334,37649895
0436112,73473766
0438890,33892580
0441668,56063660
0444446,95339425
0447223,36765983
0450001,47307226
0452779,17385564
0455557,25764138
0458334,04636424
0461112,99883369
0463890,69643199
0466668,86938981
0469446,14726899
0472223,32223464
0475001,49648443
0477779,32856780
0480557,66318940
0483334,61904692
0486112,58170747
0488890,04485401
0491668,85457246
0494446,12156752
0497223,58650888
0500001,3740528
0502779,16087797
0505557,62995444
0508334,51153440
0511112,48939232
0513890,17064586
0516668,66553692
0519446,08143559
0522223,29459358
0525001,66798774
0527779,73795424
0530557,20395168
0533334,68635356
0536112,33269735
0538890,51939927
0541668,98378567
0544446,74402360
0547223,5615681
0550001,48506189
0552779,87762862
0555557,24801829
0558334,87501209
0561112,11962700
0563890,59338659
0566668,22940841
0569446,04318713
0572223,97031955
0575001,83038110
0577779,36044922
0580557,90823266
0583334,54017098
0586112,52871539
0588890,96659366
0591668,61005980
0594446,76683032
0597223,90140083
0600001,04789054
0602779,5652466
0605557,19157449
0608334,91552852
0611112,00236662
0613890,99647135
0616668,93549427
0619446,58931981
0622223,18944560
0625001,71214168
0627779,74021987
0630557,40849302
0633334,59438975
0636112,19699289
0638890,35244445
0641668,96685529
0644446,01621947
0647223,42278807
0650001,63227270
0652779,97156195
0655557,39529663
0658334,72891652
0661112,26638596
0663890,15928801
0666668,52100371
0669446,26285019
0672223,51690867
0675001,45352763
0677779,29186079
0680557,83438180
0683334,64499249
0686112,36722100
0688890,0521382
0691668,57228352
0694446,84701752
0697223,71789055
0700001,35213492
39182958,27487755
0705557,80871882
0708334,39782397
0711112,99591858
0713890,12284799
0716668,81736274
0719446,89487904
0722223,77952800
0725001,74827109
0727779,87122466
0730557,34052691
0733334,96663628
0736112,00331632
0738890,29113187
0741668,7409752
0744446,00829577
0747223,70148698
0750001,9071373
0752779,27429473
0755557,71512566
0758334,18777145
0761112,67146701
0763890,74866768
0766668,46824942
0769446,44701046
0772223,99849450
0775001,3434220
0777779,65829142
0780557,23362894
0783334,75852772
0786112,0914119
0788890,92350709
0791668,75572661
0794446,6433265
0797223,22784685
0800001,88721242
0802779,84735182
0805557,82845315
0808334,73353725
0811112,20248160
0813890,5896772
0816668,64576769
0819446,3121018
0822223,73306819
0825001,86145630
0827779,09541821
0830557,96833127
0833334,68031820
0836112,66899179
55936608,92232917
0841668,66461103
0844446,50620826
0847223,68075400
0850001,47791969
0852779,5784697
0855557,39053452
0858334,81639993
0861112,28416536
0863890,00826838
0866668,11052951
0869446,31461471
0872223,643655
0875001,15125070
0877779,94599117
0880557,7045568
0883334,89082094
0886112,39153832
0888890,65413051
0891668,0077571
0894446,60716622
0897223,83260545
0900001,13674113
0902779,05356808
96671966,89926348
0908334,33007972
0911112,64739819
0913890,94601869
0916668,80347814
0919446,85738418
0922223,77807138
0925001,76643689
0927779,75956650
0930557,87346529
0933334,93394981
0936112,49416796
0938890,60832685
0941668,51222874
0944446,88284056
0947223,85353631
0950001,27725790
0952779,76796409
02302385,8760246
0958334,4193019
0961112,38703547
0963890,66088682
0966668,42162315
0969446,24009643
0972223,44847706
0975001,10970690
0977779,2237921
0980557,24604169
0983334,87179607
0986112,98992844
